ชื่อสาขา,เลขที่เอกสาร,รายการขาย,จำนวน,ราคาต่อหน่วย,ส่วนลดรายการ,มูลค่าก่อนภาษี,ส่วนลด,ยอดขาย,ภาษี,ราคาสุทธิ
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00726,2026-02-25 15:02 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00727,2026-02-25 15:04 นางสาว wawa wawa,,,,,,,,
,,1. BEV006/ITOEN Unsweetened Green Tea (Bottle) 500 ml. (หน่วย),1,50,0,46.73,,,,
,,,,,,46.73,0,46.73,3.27,50
สนามบินดอนเมือง,ABB-001-2602/00728,2026-02-25 15:11 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00729,2026-02-25 15:14 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00730,2026-02-25 15:14 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00731,2026-02-25 15:18 นางสาว wawa wawa,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,2. MED007/Sushi Bento Mori Set (หน่วย),1,310,0,289.72,,,,
,,,,,,495.33,49.53,445.79,31.21,477
สนามบินดอนเมือง,ABB-001-2602/00732,2026-02-25 15:20 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00733,2026-02-25 15:20 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00734,2026-02-25 15:20 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00735,2026-02-25 15:24 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00736,2026-02-25 15:26 นางสาว wawa wawa,,,,,,,,
,,1. DES001/Rare Cheese Daifuku (หน่วย),2,39,0,72.9,,,,
,,,,,,72.9,0,72.9,5.1,78
สนามบินดอนเมือง,ABB-001-2602/00737,2026-02-25 15:27 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00738,2026-02-25 15:30 นางสาว wawa wawa,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),2,90,0,168.22,,,,
,,,,,,168.22,0,168.22,11.78,180
สนามบินดอนเมือง,ABB-001-2602/00739,2026-02-25 15:31 นางสาว wawa wawa,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),2,90,0,168.22,,,,
,,,,,,168.22,0,168.22,11.78,180
สนามบินดอนเมือง,ABB-001-2602/00740,2026-02-25 15:32 นางสาว wawa wawa,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),3,90,0,252.34,,,,
,,,,,,252.34,0,252.34,17.66,270
สนามบินดอนเมือง,ABB-001-2602/00741,2026-02-25 15:34 นางสาว wawa wawa,,,,,,,,
,,1. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,0,186.92,13.08,200
สนามบินดอนเมือง,ABB-001-2602/00742,2026-02-25 15:34 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00743,2026-02-25 15:39 นางสาว wawa wawa,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),1,90,0,84.11,,,,
,,,,,,84.11,0,84.11,5.89,90
สนามบินดอนเมือง,ABB-001-2602/00744,2026-02-25 15:40 นางสาว wawa wawa,,,,,,,,
,,1. DON011/Chirashi Don (หน่วย),1,310,0,289.72,,,,
,,,,,,289.72,28.97,260.75,18.25,279
สนามบินดอนเมือง,ABB-001-2602/00745,2026-02-25 15:44 นางสาว wawa wawa,,,,,,,,
,,1. BEV003/Pepsi (Can) 325ml. (หน่วย),1,30,0,28.04,,,,
,,,,,,28.04,0,28.04,1.96,30
สนามบินดอนเมือง,ABB-001-2602/00746,2026-02-25 15:45 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00747,2026-02-25 15:46 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00748,2026-02-25 15:46 นางสาว wawa wawa,,,,,,,,
,,1. DON010/Buta Kimchi Don (หน่วย),1,145,0,135.51,,,,
,,,,,,135.51,0,135.51,9.49,145
สนามบินดอนเมือง,ABB-001-2602/00749,2026-02-25 15:48 นางสาว wawa wawa,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00750,2026-02-25 15:48 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00751,2026-02-25 15:52 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00752,2026-02-25 15:53 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00753,2026-02-25 15:54 นางสาว wawa wawa,,,,,,,,
,,1. BEV006/ITOEN Unsweetened Green Tea (Bottle) 500 ml. (หน่วย),1,50,0,46.73,,,,
,,,,,,46.73,0,46.73,3.27,50
สนามบินดอนเมือง,ABB-001-2602/00754,2026-02-25 15:56 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00755,2026-02-25 15:57 นางสาว wawa wawa,,,,,,,,
,,1. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,3. DES001/Rare Cheese Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,109.35,0,109.35,7.65,117
สนามบินดอนเมือง,ABB-001-2602/00756,2026-02-25 15:58 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00757,2026-02-25 16:00 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00758,2026-02-25 16:02 นางสาว wawa wawa,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,238.32,0,238.32,16.68,255
สนามบินดอนเมือง,ABB-001-2602/00759,2026-02-25 16:05 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00760,2026-02-25 16:06 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00761,2026-02-25 16:06 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00762,2026-02-25 16:10 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00763,2026-02-25 16:11 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00764,2026-02-25 16:15 นางสาว wawa wawa,,,,,,,,
,,1. BEV003/Pepsi (Can) 325ml. (หน่วย),1,30,0,28.04,,,,
,,,,,,28.04,0,28.04,1.96,30
สนามบินดอนเมือง,ABB-001-2602/00765,2026-02-25 16:16 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00766,2026-02-25 16:18 นางสาว wawa wawa,,,,,,,,
,,1. DES001/Rare Cheese Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. DON005/Aburi Salmon Don (หน่วย),1,220,0,205.61,,,,
,,3. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,4. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,465.42,0,465.42,32.58,498
สนามบินดอนเมือง,ABB-001-2602/00767,2026-02-25 16:19 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00768,2026-02-25 16:19 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00769,2026-02-25 16:20 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),4,10,0,37.38,,,,
,,,,,,37.38,0,37.38,2.62,40
สนามบินดอนเมือง,ABB-001-2602/00770,2026-02-25 16:24 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00771,2026-02-25 16:24 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00772,2026-02-25 16:25 นางสาว wawa wawa,,,,,,,,
,,1. BEV008/Sprite (Can) 325ml. (หน่วย),1,30,0,28.04,,,,
,,,,,,28.04,0,28.04,1.96,30
สนามบินดอนเมือง,ABB-001-2602/00773,2026-02-25 16:29 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00774,2026-02-25 16:34 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00775,2026-02-25 16:37 นางสาว wawa wawa,,,,,,,,
,,1. APP001/Chuka Wakame (หน่วย),1,40,0,37.38,,,,
,,2. MED006/Sushi Bento Varity Aburi Rolls Set (หน่วย),1,385,0,359.81,,,,
,,,,,,397.2,0,397.2,27.8,425
สนามบินดอนเมือง,ABB-001-2602/00776,2026-02-25 16:41 นางสาว wawa wawa,,,,,,,,
,,1. BEV002/Asahi Beer (Can) 330 ml. (หน่วย),1,90,0,84.11,,,,
,,,,,,84.11,0,84.11,5.89,90
สนามบินดอนเมือง,ABB-001-2602/00777,2026-02-25 16:51 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,2. BEV002/Asahi Beer (Can) 330 ml. (หน่วย),1,90,0,84.11,,,,
,,,,,,102.8,0,102.8,7.2,110
สนามบินดอนเมือง,ABB-001-2602/00778,2026-02-25 16:52 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00779,2026-02-25 16:52 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00780,2026-02-25 16:54 นางสาว wawa wawa,,,,,,,,
,,1. DON011/Chirashi Don (หน่วย),1,310,0,289.72,,,,
,,,,,,289.72,0,289.72,20.28,310
สนามบินดอนเมือง,ABB-001-2602/00781,2026-02-25 16:58 นางสาว wawa wawa,,,,,,,,
,,1. MED005/Sushi Bento Super Rolls Set (หน่วย),1,310,0,289.72,,,,
,,,,,,289.72,0,289.72,20.28,310
สนามบินดอนเมือง,ABB-001-2602/00782,2026-02-25 16:59 นางสาว wawa wawa,,,,,,,,
,,1. MED005/Sushi Bento Super Rolls Set (หน่วย),1,310,0,289.72,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,308.41,0,308.41,21.59,330
สนามบินดอนเมือง,ABB-001-2602/00783,2026-02-25 17:00 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00784,2026-02-25 17:00 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00785,2026-02-25 17:02 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00786,2026-02-25 17:03 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00787,2026-02-25 17:04 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00788,2026-02-25 17:08 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00789,2026-02-25 17:10 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00790,2026-02-25 17:13 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00791,2026-02-25 17:15 นางสาว wawa wawa,,,,,,,,
,,1. DES004/Dorayaki (หน่วย),1,50,0,46.73,,,,
,,2. DES003/Matcha Red Bean Daifuku (หน่วย),2,39,0,72.9,,,,
,,,,,,119.63,0,119.63,8.37,128
สนามบินดอนเมือง,ABB-001-2602/00792,2026-02-25 17:20 นางสาว wawa wawa,,,,,,,,
,,1. DON004/Salmon Don (หน่วย),1,210,0,196.26,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,3. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,251.4,0,251.4,17.6,269
สนามบินดอนเมือง,ABB-001-2602/00793,2026-02-25 17:24 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00794,2026-02-25 17:28 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00795,2026-02-25 17:29 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,2. BEV002/Asahi Beer (Can) 330 ml. (หน่วย),1,90,0,84.11,,,,
,,3. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,280.37,0,280.37,19.63,300
สนามบินดอนเมือง,ABB-001-2602/00796,2026-02-25 17:30 นางสาว wawa wawa,,,,,,,,
,,1. DON010/Buta Kimchi Don (หน่วย),1,145,0,135.51,,,,
,,,,,,135.51,0,135.51,9.49,145
สนามบินดอนเมือง,ABB-001-2602/00797,2026-02-25 17:34 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00798,2026-02-25 17:35 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,2. DON006/Saba Teriyaki Don (หน่วย),1,155,0,144.86,,,,
,,,,,,154.21,0,154.21,10.79,165
สนามบินดอนเมือง,ABB-001-2602/00799,2026-02-25 17:40 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00800,2026-02-25 17:49 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00801,2026-02-25 17:49 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00802,2026-02-25 17:49 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00803,2026-02-25 17:50 นางสาว wawa wawa,,,,,,,,
,,1. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,0,186.92,13.08,200
สนามบินดอนเมือง,ABB-001-2602/00804,2026-02-25 17:50 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00805,2026-02-25 17:51 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00806,2026-02-25 17:51 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00807,2026-02-25 17:53 นางสาว wawa wawa,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00808,2026-02-25 17:57 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00809,2026-02-25 17:59 นางสาว wawa wawa,,,,,,,,
,,1. BEV002/Asahi Beer (Can) 330 ml. (หน่วย),1,90,0,84.11,,,,
,,2. BEV001/Singha Beer (Can) 320 ml. (หน่วย),1,90,0,84.11,,,,
,,,,,,168.22,0,168.22,11.78,180
สนามบินดอนเมือง,ABB-001-2602/00810,2026-02-25 18:02 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00811,2026-02-25 18:02 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00812,2026-02-25 18:06 นางสาว wawa wawa,,,,,,,,
,,1. MINI009/Sushi Bento Super Maki S (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,0,186.92,13.08,200
สนามบินดอนเมือง,ABB-001-2602/00813,2026-02-25 18:08 นางสาว wawa wawa,,,,,,,,
,,1. DON015/Salmon Teriyaki Don (หน่วย),1,250,0,233.64,,,,
,,2. BEV007/ITOEN Elegant Jasmine Green Tea (Bottle) 500 ml. (หน่วย),1,50,0,46.73,,,,
,,,,,,280.37,0,280.37,19.63,300
สนามบินดอนเมือง,ABB-001-2602/00814,2026-02-25 18:09 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00815,2026-02-25 18:15 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,2. BEV001/Singha Beer (Can) 320 ml. (หน่วย),1,90,0,84.11,,,,
,,,,,,93.46,0,93.46,6.54,100
สนามบินดอนเมือง,ABB-001-2602/00816,2026-02-25 18:25 นางสาว wawa wawa,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),2,90,0,168.22,,,,
,,,,,,168.22,0,168.22,11.78,180
สนามบินดอนเมือง,ABB-001-2602/00817,2026-02-25 18:27 นางสาว wawa wawa,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),1,90,0,84.11,,,,
,,2. BEV002/Asahi Beer (Can) 330 ml. (หน่วย),1,90,0,84.11,,,,
,,,,,,168.22,0,168.22,11.78,180
สนามบินดอนเมือง,ABB-001-2602/00818,2026-02-25 18:29 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00819,2026-02-25 18:33 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00820,2026-02-25 18:38 นางสาว wawa wawa,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,2. DON014/Negi Salmon Don (หน่วย),1,210,0,196.26,,,,
,,,,,,401.87,0,401.87,28.13,430
สนามบินดอนเมือง,ABB-001-2602/00821,2026-02-25 18:39 นางสาว wawa wawa,,,,,,,,
,,1. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,0,186.92,13.08,200
สนามบินดอนเมือง,ABB-001-2602/00822,2026-02-25 18:44 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00823,2026-02-25 19:03 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00824,2026-02-25 19:04 นางสาว wawa wawa,,,,,,,,
,,1. DES001/Rare Cheese Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,72.9,0,72.9,5.1,78
สนามบินดอนเมือง,ABB-001-2602/00825,2026-02-25 19:10 นางสาว wawa wawa,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00826,2026-02-25 19:11 นางสาว wawa wawa,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),2,90,0,168.22,,,,
,,,,,,168.22,0,168.22,11.78,180
สนามบินดอนเมือง,ABB-001-2602/00827,2026-02-25 19:22 นางสาว wawa wawa,,,,,,,,
